_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
226,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,GIZI,1,9,10
227,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,KIA,61,301,362
228,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,LABORATORIUM,6,23,29
229,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,LANSIA,13,330,343
230,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,PSIKOLOGI,3,9,12
231,Desember,Surabaya Pusat,Genteng,Puskesmas Ketabang,UMUM,245,1517,1762
232,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,BATRA,2,18,20
233,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,FARMASI,93,537,630
234,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,GIGI,36,318,354
235,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,GIZI,0,5,5
236,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,INSTALASI GAWAT DARURAT,0,1,1
237,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,KIA,93,505,598
238,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,LABORATORIUM,28,149,177
239,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,LANSIA,12,403,415
240,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,PKPR,0,1,1
241,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,PSIKOLOGI,4,15,19
242,Desember,Surabaya Timur,Sukolilo,Puskesmas Klampis Ngasem,UMUM,226,1203,1429
243,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,BATRA,2,6,8
244,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,GIGI,35,258,293
245,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,GIZI,1,7,8
246,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,INSTALASI GAWAT DARURAT,42,151,193
247,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,KIA,122,951,1073
248,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,LANSIA,22,540,562
249,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,PSIKOLOGI,0,5,5
250,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,RAWAT INAP,7,24,31
251,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,UMUM,188,1656,1844
252,Desember,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,USG DV,0,1,1
253,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,BATRA,1,28,29
254,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,GIGI,52,353,405
255,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,GIZI,0,4,4
256,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,KIA,97,566,663
257,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,LANSIA,15,410,425
258,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,PSIKOLOGI,2,11,13
259,Desember,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,UMUM,274,1691,1965
260,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,BATRA,2,22,24
261,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,FARMASI,0,1,1
262,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,GIGI,53,290,343
263,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,GIZI,2,2,4
264,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,KIA,175,477,652
265,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,LANSIA,19,187,206
266,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,PSIKOLOGI,3,7,10
267,Desember,Surabaya Barat,Sambikerep,Puskesmas Lontar,UMUM,290,1298,1588
268,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,BATRA,3,26,29
269,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,GIGI,31,241,272
270,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,GIZI,0,27,27
271,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,KIA,83,493,576
272,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,LABORATORIUM,25,140,165
273,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,LANSIA,7,217,224
274,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,PSIKOLOGI,1,8,9
275,Desember,Surabaya Barat,Sambikerep,Puskesmas Made,UMUM,159,1172,1331
276,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,BATRA,6,70,76
277,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,GIGI,90,444,534
278,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,GIZI,1,23,24
279,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,INSTALASI GAWAT DARURAT,18,13,31
280,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,KIA,199,727,926
281,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,LANSIA,51,1221,1272
282,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,PSIKOLOGI,3,12,15
283,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,PTRM,0,24,24
284,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,RAWAT INAP,9,20,29
285,Desember,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,UMUM,503,2819,3322
