_id,Periode,Wilayah,Kecamatan,Nama Puskesmas,Poli,Baru,Lama,Total Kunjungan
242,Maret,Surabaya Utara,Krembangan,Puskesmas Krembangan Selatan,UMUM,252,1690,1942
243,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,BATRA,0,31,31
244,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,GIGI,48,322,370
245,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,GIZI,1,1,2
246,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,KIA,68,496,564
247,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,LANSIA,11,398,409
248,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,PSIKOLOGI,6,12,18
249,Maret,Surabaya Barat,Lakarsantri,Puskesmas Lidah Kulon,UMUM,247,1632,1879
250,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,GIGI,52,278,330
251,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,GIZI,0,4,4
252,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,KIA,167,475,642
253,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,LANSIA,15,360,375
254,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,PSIKOLOGI,4,12,16
255,Maret,Surabaya Barat,Sambikerep,Puskesmas Lontar,UMUM,355,1384,1739
256,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,BATRA,2,25,27
257,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,GIGI,39,262,301
258,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,GIZI,0,17,17
259,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,KIA,88,471,559
260,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,LANSIA,15,278,293
261,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,PSIKOLOGI,2,14,16
262,Maret,Surabaya Barat,Sambikerep,Puskesmas Made,UMUM,157,1158,1315
263,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,BATRA,2,94,96
264,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,GIGI,81,452,533
265,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,GIZI,3,7,10
266,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,INSTALASI GAWAT DARURAT,31,53,84
267,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,KIA,238,923,1161
268,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,LANSIA,27,1302,1329
269,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,PSIKOLOGI,13,28,41
270,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,PTRM,0,45,45
271,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,RAWAT INAP,0,17,17
272,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,SANITASI,0,1,1
273,Maret,Surabaya Barat,Tandes,Puskesmas Manukan Kulon,UMUM,506,2998,3504
274,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,BATRA,13,126,139
275,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,GIGI,231,568,799
276,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,GIZI,2,23,25
277,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,INSTALASI GAWAT DARURAT,2,4,6
278,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,KIA,224,663,887
279,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,LANSIA,24,719,743
280,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,LOKET,0,1,1
281,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,PSIKOLOGI,57,96,153
282,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,RAWAT INAP,10,210,220
283,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,SANITASI,0,1,1
284,Maret,Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,UMUM,489,3232,3721
285,Maret,Surabaya Timur,Sukolilo,Puskesmas Menur,BATRA,1,54,55
286,Maret,Surabaya Timur,Sukolilo,Puskesmas Menur,GIGI,77,393,470
